sql,num_tables,num_joins,num_filters,num_subqueries,subquery_depth,num_aggregates,has_groupby,has_orderby,has_limit,select_star,window_functions,udf_usage,s3_scan,cartesian_join,query_length,estimated_table_size_max,estimated_join_output,estimated_output_rows,estimated_sort_cost,select_star_columns_estimate,label
"SELECT t0.ts, t0.value, AVG(t0.ts) FROM small_table t0 ORDER BY t0.ts DESC ",1,0,0,0,1,1,0,1,0,0,0,0,0,0,74,100,100,100,664.3856189774724,0,0
"SELECT t0.product_id, t0.price FROM products t0 LEFT JOIN clickstream t1 ON t0.product_id = t1.event_id WHERE t1.user_id IN (39,24,2,31) AND t1.event_id IN (62,76,76) LIMIT 100 ",2,1,1,0,1,0,0,0,1,0,0,0,0,0,176,20000000,2000000,2000000,41863137.138648346,0,2
"SELECT t0.ts, t0.id, t0.value FROM small_table t0 ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,100,100,100,664.3856189774724,0,0
"SELECT t0.val, MAX(t0.val) FROM small_lookup t0 GROUP BY t0.id ORDER BY t0.val DESC LIMIT 50 ",1,0,0,0,1,1,1,1,1,0,0,0,0,0,92,1000,1000,50,282.1928094887362,0,0
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 LIMIT 50 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,58,100,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.value, t0.ts FROM small_table t0 LIMIT 100 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,59,100,100,100,664.3856189774724,0,0
"SELECT * FROM (SELECT t0.user_id, t1.price, MIN(t1.price) FROM huge_events t0 INNER JOIN orders t1 ON t0.user_id = t1.user_id WHERE t0.payload IS NOT NULL AND t1.order_date > '2021-01-01' GROUP BY t1.order_date ORDER BY t0.user_id DESC LIMIT 50 ) sub WHERE sub.event_id IS NOT NULL",2,1,1,1,2,1,1,1,1,1,0,0,0,0,281,50000000,5000000,250000,4482892.142331043,8,2
"SELECT t0.ts, t0.id, t0.value FROM small_table t0 ORDER BY t0.value DESC LIMIT 100 ",1,0,0,0,0,0,0,1,1,0,0,0,0,0,82,100,100,100,664.3856189774724,0,0
"SELECT t0.ts, t0.id, t1.id, AVG(t0.ts) FROM small_table t0 LEFT JOIN small_table t1 ON t0.id = t1.id WHERE t0.ts > '2021-01-01' AND t0.id = 247 ",1,1,1,0,1,1,0,0,0,0,0,0,0,0,143,100,10,10,33.219280948873624,0,0
SELECT t1.id FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id ORDER BY t1.id DESC LIMIT 1000 ,1,1,0,0,0,0,0,1,1,0,0,0,0,0,106,100,100,100,664.3856189774724,0,0
"SELECT t2.user_id, t0.ts, t3.id, MIN(t1.ts) FROM clickstream t0 RIGHT JOIN huge_events t1 ON t0.user_id = t1.user_id INNER JOIN orders t2 ON t0.user_id = t2.user_id LEFT JOIN big_sales_table t3 ON t0.user_id = t3.user_id WHERE t1.ts > '2021-01-01' AND t3.user_id = 619 GROUP BY t2.price ORDER BY t3.id DESC LIMIT 50 ",4,3,1,0,1,1,1,1,1,0,0,0,0,0,315,50000000,12500,625,5804.820237218405,0,2
"SELECT t0.ts, t0.value, AVG(t0.id) FROM small_table t0 GROUP BY t0.ts ",1,0,0,0,1,1,1,0,0,0,0,0,0,0,69,100,100,5,11.60964047443681,0,1
SELECT * FROM (SELECT t2.user_id FROM clickstream t0 LEFT JOIN clickstream t1 ON t0.user_id = t1.user_id INNER JOIN huge_events t2 ON t0.user_id = t2.user_id WHERE t1.event_type IS NOT NULL AND t1.event_id = 983 LIMIT 50 ) sub WHERE sub.event_id IS NOT NULL,2,2,1,1,1,0,0,0,1,1,0,0,0,0,257,50000000,250000,250000,4482892.142331043,8,2
"SELECT t0.id, t0.ts FROM small_table t0 WHERE t0.value IS NOT NULL AND t0.ts > '2021-01-01' LIMIT 1000 ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,102,100,10,10,33.219280948873624,0,0
"SELECT t0.event_type, MIN(t0.user_id) FROM clickstream t0 INNER JOIN huge_events t1 ON t0.user_id = t1.user_id WHERE t0.event_id = 318 LIMIT 100 ",2,1,1,0,1,1,0,0,1,0,0,0,0,0,144,50000000,5000000,5000000,111267483.32105768,0,2
"SELECT t0.id, t0.value, t0.ts, COUNT(t0.ts) FROM small_table t0 GROUP BY t0.value HAVING COUNT(1) > 10 ORDER BY t0.id DESC LIMIT 10 ",1,0,0,0,1,2,1,1,1,0,0,0,0,0,131,100,100,5,11.60964047443681,0,0
"SELECT t0.ts, t0.value, SUM(t0.id) FROM small_table t0 LIMIT 10 ",1,0,0,0,1,1,0,0,1,0,0,0,0,0,63,100,100,100,664.3856189774724,0,0
"SELECT t3.event_type FROM orders t0 RIGHT JOIN clickstream t1 ON t0.user_id = t1.user_id RIGHT JOIN orders t2 ON t0.user_id = t2.user_id RIGHT JOIN clickstream t3 ON t0.user_id = t3.user_id INNER JOIN huge_events t4 ON t0.user_id = t4.user_id WHERE t0.user_id IN (76,31) AND t0.order_date > '2021-01-01' AND t1.event_id IN (1,89,13,18) AND t1.event_id = 626 AND t2.price > 302 AND t3.event_id = 212 ORDER BY t4.user_id DESC LIMIT 10 ",3,4,5,0,1,0,0,1,1,0,0,0,0,0,432,50000000,625,625,5804.820237218405,0,1
"SELECT t0.value, t0.ts, t0.id, MIN(t0.value) FROM small_table t0 GROUP BY t0.ts HAVING COUNT(1) > 10 ",1,0,0,0,1,2,1,0,0,0,0,0,0,0,100,100,100,5,11.60964047443681,0,1
"SELECT t0.ts, t0.id FROM small_table t0 ORDER BY t0.value DESC ",1,0,0,0,0,0,0,1,0,0,0,0,0,0,62,100,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.value FROM small_table t0 LIMIT 100 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,52,100,100,100,664.3856189774724,0,0
"SELECT * FROM (SELECT t0.user_id, t1.user_id, MAX(t1.user_id) FROM big_sales_table t0 INNER JOIN clickstream t1 ON t0.user_id = t1.user_id GROUP BY t0.transaction_date HAVING COUNT(1) > 10 ORDER BY t1.event_type DESC ) sub WHERE sub.id IS NOT NULL",2,1,1,1,2,2,1,1,0,1,0,0,0,0,247,20000000,2000000,100000,1660964.0474436812,8,2
"SELECT t0.created_at, t0.name, t0.user_id, AVG(t0.name) FROM user_master t0 WHERE t0.user_id IN (85,9,39,67) GROUP BY t0.user_id LIMIT 1000 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,139,1000000,100000,5000,61438.56189774724,0,1
"SELECT t0.value, t0.id FROM small_table t0 ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,100,100,100,664.3856189774724,0,0
"SELECT t0.value, t0.id, t0.ts, COUNT(t0.value) FROM small_table t0 GROUP BY t0.ts HAVING COUNT(1) > 10 ORDER BY t0.value DESC ",1,0,0,0,1,2,1,1,0,0,0,0,0,0,125,100,100,5,11.60964047443681,0,1
"SELECT t0.id, t1.ts, t1.id FROM small_lookup t0 LEFT JOIN small_table t1 ON t0.id = t1.id ORDER BY t1.ts DESC ",2,1,0,0,0,0,0,1,0,0,0,0,0,0,109,1000,1000,1000,9965.784284662088,0,0
"SELECT t0.user_id, t0.event_id, t3.payload, SUM(t3.user_id) FROM huge_events t0 RIGHT JOIN huge_events t1 ON t0.user_id = t1.user_id LEFT JOIN orders t2 ON t0.user_id = t2.user_id RIGHT JOIN huge_events t3 ON t0.user_id = t3.user_id WHERE t2.user_id = 671 GROUP BY t1.payload HAVING COUNT(1) > 10 ORDER BY t3.user_id DESC LIMIT 50 ",2,3,1,0,1,2,1,1,1,0,0,0,0,0,330,50000000,12500,625,5804.820237218405,0,2
"SELECT t0.value, t0.id, COUNT(t0.id) FROM small_table t0 GROUP BY t0.id LIMIT 50 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,80,100,100,5,11.60964047443681,0,0
"SELECT t0.value, t0.id, SUM(t0.ts) FROM small_table t0 GROUP BY t0.ts HAVING COUNT(1) > 10 LIMIT 50 ",1,0,0,0,1,2,1,0,1,0,0,0,0,0,99,100,100,5,11.60964047443681,0,0
"SELECT t0.user_id, t2.price, t2.name, t1.created_at, MAX(t0.name) FROM user_master t0 RIGHT JOIN user_master t1 ON t0.user_id = t1.user_id LEFT JOIN products t2 ON t0.user_id = t2.product_id WHERE t2.price > 374 AND t2.category > '2021-01-01' GROUP BY t2.category ",2,2,1,0,1,1,1,0,0,0,0,0,0,0,263,1000000,5000,250,1991.4460711655217,0,1
"SELECT t0.value, t0.id, t0.ts, COUNT(t0.value) FROM small_table t0 LIMIT 100 ",1,0,0,0,1,1,0,0,1,0,0,0,0,0,76,100,100,100,664.3856189774724,0,0
"SELECT t0.value, SUM(t0.id) FROM small_table t0 WHERE t0.id IN (60,86,1) GROUP BY t0.ts LIMIT 10 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,96,100,10,1,0.0,0,0
SELECT t1.val FROM small_table t0 LEFT JOIN small_lookup t1 ON t0.id = t1.id WHERE t0.id = 591 AND t0.id = 427 AND t1.val IS NOT NULL ORDER BY t1.id DESC ,2,1,2,0,0,0,0,1,0,0,0,0,0,0,153,1000,100,100,664.3856189774724,0,0
SELECT t0.ts FROM small_table t0 LIMIT 100 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42,100,100,100,664.3856189774724,0,0
"SELECT t0.val, t0.id, MAX(t0.val) FROM small_lookup t0 WHERE t0.id = 269 AND t0.val IS NOT NULL GROUP BY t0.id ORDER BY t0.val DESC LIMIT 10 ",1,0,1,0,1,1,1,1,1,0,0,0,0,0,140,1000,100,5,11.60964047443681,0,0
"SELECT t0.ts, t0.id, t0.value, MAX(t0.id) FROM small_table t0 GROUP BY t0.value ORDER BY t0.ts DESC ",1,0,0,0,1,1,1,1,0,0,0,0,0,0,99,100,100,5,11.60964047443681,0,1
"SELECT t0.value, MIN(t0.ts) FROM small_table t0 GROUP BY t0.value ",1,0,0,0,1,1,1,0,0,0,0,0,0,0,65,100,100,5,11.60964047443681,0,1
"SELECT t0.value, t0.id FROM small_table t0 WHERE t0.id = 825 LIMIT 1000 ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,71,100,10,10,33.219280948873624,0,0
SELECT * FROM (SELECT t0.transaction_date FROM big_sales_table t0 INNER JOIN huge_events t1 ON t0.user_id = t1.user_id RIGHT JOIN huge_events t2 ON t0.user_id = t2.user_id RIGHT JOIN huge_events t3 ON t0.user_id = t3.user_id WHERE t2.ts > '2021-01-01' AND t2.payload IS NOT NULL AND t3.event_id = 328 LIMIT 50 ) sub WHERE sub.id IS NOT NULL,2,3,2,1,1,0,0,0,1,1,0,0,0,0,340,50000000,12500,12500,170120.50593046015,8,2
"SELECT t0.id, MAX(t0.ts) FROM small_table t0 WHERE t0.ts > '2021-01-01' GROUP BY t0.id HAVING COUNT(1) > 10 ORDER BY t0.value DESC LIMIT 10 ",1,0,1,0,1,2,1,1,1,0,0,0,0,0,139,100,10,1,0.0,0,0
"SELECT t0.ts, t1.ts, AVG(t1.ts) FROM small_table t0 LEFT JOIN small_table t1 ON t0.id = t1.id WHERE t0.ts > '2021-01-01' AND t0.ts > '2021-01-01' GROUP BY t1.value HAVING COUNT(1) > 10 LIMIT 50 ",1,1,1,0,1,2,1,0,1,0,0,0,0,0,193,100,10,1,0.0,0,1
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 WHERE t0.id = 197 LIMIT 50 ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,76,100,10,10,33.219280948873624,0,0
SELECT t0.value FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id WHERE t1.ts > '2021-01-01' AND t1.value IS NOT NULL ORDER BY t1.id DESC LIMIT 1000 ,1,1,1,0,0,0,0,1,1,0,0,0,0,0,161,100,10,10,33.219280948873624,0,0
"SELECT t0.value, t0.ts, t0.id FROM small_table t0 WHERE t0.id = 9 ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,65,100,10,10,33.219280948873624,0,0
"SELECT t0.transaction_date, t0.user_id, t1.category, t0.id, AVG(t1.category) FROM big_sales_table t0 RIGHT JOIN products t1 ON t0.id = t1.product_id WHERE t0.amount > 245 AND t1.name IS NOT NULL GROUP BY t1.price HAVING COUNT(1) > 10 LIMIT 10 ",2,1,1,0,1,2,1,0,1,0,0,0,0,0,242,10000000,1000000,50000,780482.0237218406,0,1
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' ORDER BY t0.id DESC ",1,0,1,0,0,0,0,1,0,0,0,0,0,0,119,100,10,10,33.219280948873624,0,0
"SELECT t0.ts, t3.event_id, t3.ts, t4.user_id, MIN(t3.ts) FROM huge_events t0 LEFT JOIN huge_events t1 ON t0.user_id = t1.user_id LEFT JOIN big_sales_table t2 ON t0.user_id = t2.user_id INNER JOIN huge_events t3 ON t0.user_id = t3.user_id INNER JOIN huge_events t4 ON t0.user_id = t4.user_id WHERE t0.user_id = 837 AND t1.payload IS NOT NULL AND t2.amount > 55 AND t3.event_id = 863 GROUP BY t4.payload ORDER BY t0.ts DESC LIMIT 50 ",2,4,3,0,1,1,1,1,1,0,0,0,0,0,430,50000000,625,31,153.58008562199313,0,2
"SELECT t0.value, t0.ts, t0.id, COUNT(t0.ts) FROM small_table t0 GROUP BY t0.ts ORDER BY t0.id DESC LIMIT 1000 ",1,0,0,0,1,1,1,1,1,0,0,0,0,0,109,100,100,5,11.60964047443681,0,0
"SELECT t0.id, t0.ts, t0.value, MIN(t0.id) FROM small_table t0 GROUP BY t0.ts ",1,0,0,0,1,1,1,0,0,0,0,0,0,0,76,100,100,5,11.60964047443681,0,1
"SELECT t0.id, t0.value, t0.ts, AVG(t0.ts) FROM small_table t0 ORDER BY t0.id DESC LIMIT 10 ",1,0,0,0,1,1,0,1,1,0,0,0,0,0,90,100,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.val, MAX(t0.val) FROM small_lookup t0 LIMIT 10 ",1,0,0,0,1,1,0,0,1,0,0,0,0,0,63,1000,1000,1000,9965.784284662088,0,0
"SELECT t0.value, MAX(t0.id) FROM small_table t0 ORDER BY t0.id DESC LIMIT 50 ",1,0,0,0,1,1,0,1,1,0,0,0,0,0,76,100,100,100,664.3856189774724,0,0
"SELECT t1.user_id, t2.user_id, MAX(t1.region) FROM clickstream t0 RIGHT JOIN user_master t1 ON t0.user_id = t1.user_id INNER JOIN orders t2 ON t0.user_id = t2.user_id WHERE t2.order_date > '2021-01-01' GROUP BY t1.created_at HAVING COUNT(1) > 10 LIMIT 50 ",3,2,1,0,1,2,1,0,1,0,0,0,0,0,254,20000000,100000,5000,61438.56189774724,0,2
"SELECT t0.ts, AVG(t0.ts) FROM small_table t0 WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t0.ts BETWEEN '2020-01-01' AND '2022-12-31' GROUP BY t0.value ",1,0,3,0,1,1,1,0,0,0,0,0,0,0,160,100,10,1,0.0,0,1
"SELECT t0.value, t0.ts, AVG(t0.value) FROM small_table t0 WHERE t0.id IN (39,57) GROUP BY t0.ts LIMIT 1000 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,106,100,10,1,0.0,0,0
"SELECT * FROM (SELECT t2.ts, t1.amount, t4.payload, t0.event_id, MIN(t3.payload) FROM huge_events t0 INNER JOIN big_sales_table t1 ON t0.user_id = t1.user_id RIGHT JOIN clickstream t2 ON t0.user_id = t2.user_id RIGHT JOIN huge_events t3 ON t0.user_id = t3.user_id LEFT JOIN huge_events t4 ON t0.user_id = t4.user_id WHERE t1.amount > 182 AND t1.transaction_date > '2021-01-01' AND t2.event_type IS NOT NULL AND t3.user_id IN (72,98) AND t3.payload IS NOT NULL GROUP BY t3.payload ORDER BY t0.payload DESC ) sub WHERE sub.event_id IS NOT NULL",3,4,4,1,2,1,1,1,0,1,0,0,0,0,541,50000000,625,31,153.58008562199313,12,2
"SELECT t1.ts, t0.value, t0.id, t0.ts, MIN(t0.ts) FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id GROUP BY t0.id LIMIT 100 ",1,1,0,0,1,1,1,0,1,0,0,0,0,0,136,100,100,5,11.60964047443681,0,1
"SELECT t0.val, t0.id, SUM(t0.id) FROM small_lookup t0 WHERE t0.val IS NOT NULL AND t0.id = 878 GROUP BY t0.id LIMIT 10 ",1,0,1,0,1,1,1,0,1,0,0,0,0,0,118,1000,100,5,11.60964047443681,0,0
"SELECT t1.value, t1.id, t1.ts FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id WHERE t1.id = 578 ORDER BY t1.id DESC ",1,1,1,0,0,0,0,1,0,0,0,0,0,0,130,100,10,10,33.219280948873624,0,0
SELECT t1.amount FROM big_sales_table t0 LEFT JOIN big_sales_table t1 ON t0.user_id = t1.user_id WHERE t0.amount > 162 AND t0.amount > 153 AND t1.transaction_date > '2021-01-01' AND t1.amount > 328 LIMIT 50 ,1,1,3,0,0,0,0,0,1,0,0,0,0,0,206,10000000,1000000,1000000,19931568.569324173,0,1
"SELECT t0.id, t0.value, t0.ts, AVG(t0.value) FROM small_table t0 GROUP BY t0.id HAVING COUNT(1) > 10 LIMIT 1000 ",1,0,0,0,1,2,1,0,1,0,0,0,0,0,111,100,100,5,11.60964047443681,0,0
"SELECT t0.id, t1.value, t0.ts, t0.value, AVG(t0.value) FROM small_table t0 LEFT JOIN small_table t1 ON t0.id = t1.id WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t1.id = 360 GROUP BY t1.ts ",1,1,2,0,1,1,1,0,0,0,0,0,0,0,197,100,10,1,0.0,0,1
"SELECT t0.val, t0.id FROM small_lookup t0 WHERE t0.id IN (77,67) AND t0.val IS NOT NULL ORDER BY t0.val DESC ",1,0,1,0,1,0,0,1,0,0,0,0,0,0,108,1000,100,100,664.3856189774724,0,0
"SELECT t0.value, t0.id, t0.ts, SUM(t0.value) FROM small_table t0 GROUP BY t0.ts LIMIT 50 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,88,100,100,5,11.60964047443681,0,0
SELECT t2.event_id FROM huge_events t0 INNER JOIN clickstream t1 ON t0.user_id = t1.user_id RIGHT JOIN clickstream t2 ON t0.user_id = t2.user_id INNER JOIN huge_events t3 ON t0.user_id = t3.user_id WHERE t0.ts > '2021-01-01' AND t3.ts > '2021-01-01' AND t3.user_id = 736 ,2,3,2,0,0,0,0,0,0,0,0,0,0,0,270,50000000,12500,12500,170120.50593046015,0,1
"SELECT t0.id, t0.val, MAX(t0.val) FROM small_lookup t0 GROUP BY t0.id LIMIT 100 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,79,1000,1000,50,282.1928094887362,0,0
"SELECT t0.id, t0.value, MAX(t0.value) FROM small_table t0 WHERE t0.id IN (32,85) AND t0.id = 836 GROUP BY t0.ts HAVING COUNT(1) > 10 LIMIT 1000 ",1,0,1,0,1,2,1,0,1,0,0,0,0,0,143,100,10,1,0.0,0,0
"SELECT t1.ts, t0.value, t1.value, t0.ts, SUM(t1.id) FROM small_table t0 RIGHT JOIN small_table t1 ON t0.id = t1.id WHERE t0.id IN (84,31,54) AND t0.value IS NOT NULL GROUP BY t0.value ",1,1,1,0,1,1,1,0,0,0,0,0,0,0,183,100,10,1,0.0,0,1
"SELECT t0.id, t1.value, t1.ts FROM small_table t0 LEFT JOIN small_table t1 ON t0.id = t1.id WHERE t0.value IS NOT NULL AND t0.value IS NOT NULL AND t1.ts > '2021-01-01' ",1,1,2,0,0,0,0,0,0,0,0,0,0,0,168,100,10,10,33.219280948873624,0,0
"SELECT t0.val, t0.id, MAX(t0.id) FROM small_lookup t0 LIMIT 10 ",1,0,0,0,1,1,0,0,1,0,0,0,0,0,62,1000,1000,1000,9965.784284662088,0,0
"SELECT t0.name, t0.region, t0.created_at, t0.user_id, AVG(t0.user_id) FROM user_master t0 WHERE t0.created_at BETWEEN '2020-01-01' AND '2022-12-31' AND t0.user_id = 77 LIMIT 10 ",1,0,2,0,1,1,0,0,1,0,0,0,0,0,176,1000000,100000,100000,1660964.0474436812,0,0
"SELECT t0.value, t0.id, t0.ts, MIN(t0.ts) FROM small_table t0 GROUP BY t0.id LIMIT 100 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,86,100,100,5,11.60964047443681,0,0
"SELECT t0.ts, t0.id, t0.value, COUNT(t0.value) FROM small_table t0 GROUP BY t0.id LIMIT 10 ",1,0,0,0,1,1,1,0,1,0,0,0,0,0,90,100,100,5,11.60964047443681,0,0
"SELECT t1.event_type, t0.event_id, AVG(t0.user_id) FROM huge_events t0 RIGHT JOIN clickstream t1 ON t0.user_id = t1.user_id WHERE t0.user_id = 663 GROUP BY t1.user_id ",2,1,1,0,1,1,1,0,0,0,0,0,0,0,166,50000000,5000000,250000,4482892.142331043,0,2
"SELECT t0.value, COUNT(t0.id) FROM small_table t0 GROUP BY t0.value ORDER BY t0.id DESC LIMIT 100 ",1,0,0,0,1,1,1,1,1,0,0,0,0,0,97,100,100,5,11.60964047443681,0,0
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 WHERE t0.value IS NOT NULL AND t0.id IN (86,45,91) ORDER BY t0.ts DESC LIMIT 100 ",1,0,1,0,1,0,0,1,1,0,0,0,0,0,130,100,10,10,33.219280948873624,0,0
"SELECT t0.id, MIN(t0.ts) FROM small_table t0 WHERE t0.ts > '2021-01-01' LIMIT 100 ",1,0,1,0,1,1,0,0,1,0,0,0,0,0,81,100,10,10,33.219280948873624,0,0
"SELECT * FROM (SELECT t2.payload, t2.user_id, t0.user_id, t1.ts FROM huge_events t0 INNER JOIN huge_events t1 ON t0.user_id = t1.user_id RIGHT JOIN huge_events t2 ON t0.user_id = t2.user_id WHERE t0.payload IS NOT NULL ORDER BY t1.ts DESC LIMIT 1000 ) sub WHERE sub.event_id IS NOT NULL",1,2,1,1,1,0,0,1,1,1,0,0,0,0,286,50000000,250000,250000,4482892.142331043,4,2
"SELECT t0.id, SUM(t1.id) FROM small_table t0 INNER JOIN small_table t1 ON t0.id = t1.id WHERE t0.ts BETWEEN '2020-01-01' AND '2022-12-31' AND t0.id IN (1,10,97) AND t1.value IS NOT NULL AND t1.id IN (52,5) ",1,1,4,0,1,1,0,0,0,0,0,0,0,0,205,100,10,10,33.219280948873624,0,0
"SELECT t0.ts, t0.id, t0.value FROM small_table t0 WHERE t0.ts > '2021-01-01' AND t0.id IN (72,93,43) ORDER BY t0.ts DESC LIMIT 1000 ",1,0,1,0,1,0,0,1,1,0,0,0,0,0,131,100,10,10,33.219280948873624,0,0
"SELECT t0.ts, t0.id FROM small_table t0 WHERE t0.value IS NOT NULL ORDER BY t0.id DESC LIMIT 1000 ",1,0,1,0,0,0,0,1,1,0,0,0,0,0,97,100,10,10,33.219280948873624,0,0
"SELECT t2.user_id, t2.created_at, t0.user_id, AVG(t1.user_id) FROM clickstream t0 LEFT JOIN orders t1 ON t0.user_id = t1.user_id LEFT JOIN user_master t2 ON t0.user_id = t2.user_id WHERE t1.price > 242 AND t2.name IS NOT NULL LIMIT 1000 ",3,2,1,0,1,1,0,0,1,0,0,0,0,0,236,20000000,100000,100000,1660964.0474436812,0,1
"SELECT t2.ts, t0.id, t3.event_id FROM big_sales_table t0 RIGHT JOIN big_sales_table t1 ON t0.user_id = t1.user_id INNER JOIN huge_events t2 ON t0.user_id = t2.user_id INNER JOIN clickstream t3 ON t0.user_id = t3.user_id WHERE t0.user_id = 409 AND t0.user_id = 164 AND t1.user_id = 814 AND t2.payload IS NOT NULL AND t2.user_id = 213 AND t3.event_type IS NOT NULL AND t3.event_type IS NOT NULL LIMIT 50 ",3,3,6,0,0,0,0,0,1,0,0,0,0,0,401,50000000,12500,12500,170120.50593046015,0,1
"SELECT t1.value, t0.date, MIN(t1.id) FROM dim_date t0 RIGHT JOIN small_table t1 ON t0.date = t1.id GROUP BY t0.is_holiday ",2,1,0,0,1,1,1,0,0,0,0,0,0,0,121,3650,3650,182,1366.4186245161627,0,1
"SELECT t0.ts, t0.id, t0.value FROM small_table t0 LIMIT 10 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,58,100,100,100,664.3856189774724,0,0
"SELECT t0.payload, t1.name, t0.event_id, t0.ts FROM huge_events t0 INNER JOIN user_master t1 ON t0.user_id = t1.user_id INNER JOIN clickstream t2 ON t0.user_id = t2.user_id WHERE t1.created_at BETWEEN '2020-01-01' AND '2022-12-31' AND t2.ts > '2021-01-01' LIMIT 50 ",3,2,2,0,0,0,0,0,1,0,0,0,0,0,264,50000000,250000,250000,4482892.142331043,0,1
"SELECT t0.is_holiday, t0.month, t0.year, t0.date FROM dim_date t0 LIMIT 100 ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,75,3650,3650,3650,43192.93473258981,0,0
"SELECT t0.order_id, t1.payload, t0.user_id, t1.event_id, MAX(t1.payload) FROM orders t0 INNER JOIN huge_events t1 ON t0.user_id = t1.user_id WHERE t1.ts > '2021-01-01' AND t1.user_id = 297 GROUP BY t0.order_id HAVING COUNT(1) > 10 ORDER BY t1.payload DESC ",2,1,1,0,1,2,1,1,0,0,0,0,0,0,255,50000000,5000000,250000,4482892.142331043,0,2
"SELECT t0.ts FROM clickstream t0 INNER JOIN clickstream t1 ON t0.user_id = t1.user_id INNER JOIN clickstream t2 ON t0.user_id = t2.user_id WHERE t1.user_id IN (96,40,45) AND t1.event_id IN (17,64,82,46) AND t2.ts > '2021-01-01' AND t2.event_id = 506 ORDER BY t2.event_id DESC ",1,2,3,0,1,0,0,1,0,0,0,0,0,0,275,20000000,100000,100000,1660964.0474436812,0,1
"SELECT t0.value, t0.id, MAX(t0.value) FROM small_table t0 ",1,0,0,0,1,1,0,0,0,0,0,0,0,0,57,100,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 WHERE t0.id = 829 LIMIT 100 ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,77,100,10,10,33.219280948873624,0,0
"SELECT t0.ts, t0.id, t0.value, MIN(t0.value) FROM small_table t0 ORDER BY t0.value DESC ",1,0,0,0,1,1,0,1,0,0,0,0,0,0,87,100,100,100,664.3856189774724,0,0
"SELECT t0.id, t0.ts, t0.value, AVG(t0.value) FROM small_table t0 ",1,0,0,0,1,1,0,0,0,0,0,0,0,0,64,100,100,100,664.3856189774724,0,0
"SELECT t1.event_id, t2.user_id FROM huge_events t0 INNER JOIN huge_events t1 ON t0.user_id = t1.user_id LEFT JOIN huge_events t2 ON t0.user_id = t2.user_id WHERE t0.user_id = 128 AND t2.payload IS NOT NULL AND t2.event_id = 207 LIMIT 50 ",1,2,2,0,0,0,0,0,1,0,0,0,0,0,236,50000000,250000,250000,4482892.142331043,0,1
SELECT t1.payload FROM big_sales_table t0 RIGHT JOIN huge_events t1 ON t0.user_id = t1.user_id WHERE t1.ts > '2021-01-01' ORDER BY t1.user_id DESC ,2,1,1,0,0,0,0,1,0,0,0,0,0,0,146,50000000,5000000,5000000,111267483.32105768,0,2
"SELECT t0.value, t0.id, t0.ts FROM small_table t0 WHERE t0.id = 224 ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,67,100,10,10,33.219280948873624,0,0
"SELECT t0.id, t0.value FROM small_table t0 WHERE t0.id = 749 ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,60,100,10,10,33.219280948873624,0,0
"SELECT t0.id, t0.ts, t0.value FROM small_table t0 WHERE t0.id IN (75,70,77) AND t0.ts BETWEEN '2020-01-01' AND '2022-12-31' ",1,0,2,0,1,0,0,0,0,0,0,0,0,0,123,100,10,10,33.219280948873624,0,0
